age,job,marital,education,default,balance,housing,loan,duration
51,entrepreneur,married,secondary,no,934,yes,yes,164
28,blue-collar,single,secondary,no,5,yes,no,178
26,services,single,tertiary,no,130,yes,no,24
29,admin.,single,secondary,no,65,yes,no,9
38,management,divorced,tertiary,no,1149,yes,no,91
42,blue-collar,married,primary,no,1398,no,no,36
31,management,married,tertiary,no,22546,yes,no,8
37,services,married,secondary,no,1140,yes,no,33
37,blue-collar,married,secondary,no,3269,yes,yes,121
28,blue-collar,married,primary,no,674,yes,no,921
30,blue-collar,married,secondary,no,2583,yes,no,436
35,blue-collar,married,unknown,no,568,yes,no,119
35,blue-collar,single,primary,no,1284,yes,no,13
45,blue-collar,married,primary,no,528,yes,no,16
40,blue-collar,single,primary,no,2226,yes,no,7
34,services,single,secondary,no,183,yes,no,259
55,entrepreneur,divorced,tertiary,no,903,yes,no,536
40,services,divorced,secondary,no,131,yes,no,102
32,blue-collar,married,secondary,no,822,yes,no,19
33,management,married,secondary,no,-224,yes,no,152
56,blue-collar,married,secondary,no,126,no,no,113
30,blue-collar,single,secondary,no,348,yes,no,14
34,technician,divorced,secondary,no,175,yes,no,21
28,admin.,single,secondary,no,20,yes,no,17
47,admin.,married,secondary,no,120,yes,no,18
46,blue-collar,married,secondary,no,2836,yes,no,13
45,blue-collar,single,secondary,yes,0,yes,no,17
42,blue-collar,married,primary,no,325,yes,no,99
39,management,married,tertiary,no,0,yes,no,11
44,services,divorced,secondary,no,206,yes,no,78
31,management,married,secondary,no,466,yes,no,164
49,services,married,tertiary,no,411,no,no,9
44,services,divorced,secondary,no,130,yes,no,263
56,blue-collar,married,secondary,no,244,yes,no,465
43,blue-collar,married,secondary,no,1437,yes,no,94
36,admin.,divorced,secondary,no,437,yes,no,722
33,management,single,secondary,no,1615,yes,no,178
49,technician,married,secondary,no,-205,yes,yes,6
43,blue-collar,single,secondary,no,276,yes,no,33
33,admin.,married,secondary,no,1521,yes,no,222
34,blue-collar,married,secondary,no,529,yes,no,325
26,management,single,tertiary,no,3944,yes,no,974
32,management,single,tertiary,no,469,yes,no,925
43,management,married,tertiary,no,1712,yes,no,254
35,technician,married,tertiary,no,-269,yes,yes,344
58,services,married,primary,no,2946,yes,no,467
55,self-employed,married,secondary,no,203,yes,no,9
33,admin.,single,secondary,no,223,yes,yes,15
54,admin.,single,secondary,no,3344,yes,no,12
27,blue-collar,married,secondary,no,1028,yes,yes,580
36,blue-collar,married,unknown,no,1336,yes,yes,42
35,blue-collar,married,secondary,no,257,yes,no,186
33,management,single,tertiary,no,283,yes,no,40
26,blue-collar,single,primary,no,619,yes,yes,720
36,services,married,secondary,no,3988,yes,yes,141
33,services,single,secondary,no,100,yes,no,11
44,blue-collar,married,secondary,no,-182,yes,yes,10
28,blue-collar,single,primary,no,54,yes,no,533
37,services,divorced,secondary,no,241,yes,no,189
37,technician,single,secondary,no,2139,yes,no,146
33,blue-collar,married,primary,no,149,yes,no,21
31,services,married,secondary,no,179,yes,no,365
33,technician,single,secondary,no,1733,yes,no,895
41,blue-collar,married,unknown,no,2361,no,no,91
39,technician,married,secondary,no,133,yes,no,84
32,management,married,tertiary,no,62,yes,no,166
31,blue-collar,single,secondary,no,982,yes,no,182
32,services,single,secondary,no,159,yes,yes,46
32,technician,single,tertiary,no,13711,yes,no,638
48,blue-collar,divorced,secondary,no,2071,no,no,127
39,blue-collar,single,secondary,no,523,yes,no,306
52,management,married,secondary,no,2216,yes,yes,161
49,blue-collar,married,secondary,no,-454,yes,no,558
32,admin.,single,secondary,no,-133,yes,no,119
34,blue-collar,married,primary,no,-204,yes,no,61
32,services,single,unknown,no,6145,yes,no,362
33,management,married,tertiary,no,0,yes,yes,83
35,blue-collar,divorced,secondary,no,-566,yes,no,151
39,blue-collar,married,secondary,no,49,yes,no,566
33,blue-collar,married,secondary,no,1233,yes,no,141
31,admin.,single,secondary,no,1270,yes,no,291
28,admin.,married,secondary,no,84,yes,yes,287
29,admin.,single,secondary,no,25,yes,no,244
26,blue-collar,single,secondary,no,1006,yes,no,667
38,services,married,secondary,no,934,yes,no,715
38,blue-collar,divorced,secondary,no,2048,no,yes,123
31,blue-collar,married,secondary,no,125,yes,no,201
31,blue-collar,single,tertiary,no,328,yes,no,414
28,student,single,tertiary,no,170,no,no,16
37,management,single,tertiary,no,833,yes,no,212
31,blue-collar,married,primary,no,554,yes,no,317
44,blue-collar,married,secondary,no,500,yes,no,86
32,blue-collar,married,secondary,no,22,yes,no,145
32,blue-collar,married,secondary,no,1914,yes,no,532
52,admin.,divorced,secondary,no,1135,yes,no,248
47,admin.,divorced,secondary,no,980,yes,no,158
46,technician,married,tertiary,no,217,yes,no,141
41,blue-collar,married,secondary,no,14,yes,no,161
30,student,single,tertiary,no,31,yes,no,23
40,services,married,secondary,no,438,yes,no,276
46,management,divorced,tertiary,no,225,yes,no,201
44,management,married,unknown,no,415,yes,no,7
36,management,married,tertiary,no,242,yes,no,20
38,admin.,married,secondary,no,66,yes,no,51
35,blue-collar,married,primary,no,602,yes,no,467
36,management,married,tertiary,no,532,yes,no,603
28,services,married,primary,no,3,yes,no,9
38,technician,single,tertiary,no,744,yes,no,283
36,self-employed,married,tertiary,no,307,yes,no,341
36,admin.,divorced,secondary,no,869,yes,no,102
49,blue-collar,married,tertiary,no,1769,yes,no,283
54,services,married,primary,no,8,yes,no,143
44,admin.,divorced,secondary,no,2999,yes,no,717
28,blue-collar,single,secondary,no,61,yes,no,428
38,services,divorced,secondary,no,6182,yes,no,484
33,management,single,tertiary,no,5145,yes,no,338
43,blue-collar,divorced,secondary,no,688,yes,no,149
43,blue-collar,married,secondary,no,117,yes,no,73
47,technician,married,secondary,no,417,yes,no,94
43,blue-collar,single,secondary,no,592,yes,no,260
38,management,single,tertiary,no,-119,yes,no,185
23,blue-collar,married,secondary,no,0,yes,no,223
36,management,single,tertiary,no,85,no,no,76
56,blue-collar,married,primary,no,828,yes,no,214
49,management,married,tertiary,no,85,yes,no,590
40,retired,divorced,primary,no,919,yes,no,103
26,admin.,single,secondary,no,66,yes,no,451
29,technician,single,secondary,no,500,yes,no,273
31,self-employed,single,tertiary,no,17924,yes,no,745
55,blue-collar,divorced,primary,no,8180,no,no,854
39,services,married,secondary,no,20928,no,no,1166
48,blue-collar,married,secondary,no,503,yes,no,105
34,blue-collar,married,secondary,no,2436,yes,no,8
44,admin.,single,secondary,no,275,yes,no,7
32,management,married,tertiary,no,2431,yes,no,646
49,blue-collar,single,primary,no,87,yes,no,162
37,technician,married,secondary,no,720,yes,no,365
37,admin.,divorced,secondary,no,0,yes,yes,17
40,unemployed,married,secondary,no,270,yes,no,255
40,technician,married,tertiary,no,253,yes,no,377
43,management,married,primary,no,62,yes,no,133
37,admin.,single,secondary,no,9,yes,no,165
35,services,married,secondary,no,341,yes,no,345
48,blue-collar,divorced,primary,no,194,yes,no,263
35,admin.,married,secondary,no,3863,yes,no,125
50,blue-collar,divorced,primary,no,1629,yes,no,67
31,services,married,secondary,no,640,yes,no,411
35,management,single,tertiary,no,-146,yes,no,279
35,blue-collar,single,secondary,no,4963,yes,no,456
33,blue-collar,married,secondary,no,705,yes,no,112
35,services,single,secondary,no,35,yes,no,152
31,admin.,married,secondary,no,8781,yes,no,680
28,blue-collar,married,secondary,no,373,yes,no,10
39,technician,single,secondary,no,1355,yes,no,1180
39,management,single,tertiary,no,3202,yes,no,14
48,admin.,divorced,unknown,no,-70,no,no,243
29,admin.,married,secondary,no,6429,yes,yes,535
49,entrepreneur,divorced,secondary,no,816,yes,no,12
29,blue-collar,single,unknown,no,913,yes,no,188
38,technician,single,secondary,no,1211,yes,no,498
53,services,divorced,primary,no,146,yes,no,149
28,services,married,secondary,no,0,yes,no,62
50,blue-collar,married,secondary,no,-581,yes,no,877
40,admin.,single,primary,no,846,yes,no,204
48,admin.,divorced,secondary,no,-407,yes,no,210
54,retired,married,secondary,no,1139,yes,no,155
34,management,married,tertiary,no,902,yes,no,159
28,admin.,divorced,secondary,no,-504,yes,yes,578
59,management,married,tertiary,no,2260,yes,no,303
31,blue-collar,single,secondary,no,183,yes,no,258
55,management,married,primary,no,366,yes,no,161
26,admin.,single,secondary,yes,-930,yes,no,786
39,management,married,tertiary,no,1738,yes,no,633
29,management,single,tertiary,no,21,yes,no,107
46,management,divorced,tertiary,no,233,yes,yes,57
48,blue-collar,married,primary,no,214,yes,yes,307
39,technician,single,secondary,no,-237,yes,no,64
42,blue-collar,single,primary,no,22,yes,no,116
35,blue-collar,married,primary,no,113,yes,no,318
30,technician,married,secondary,no,0,yes,no,47
23,admin.,single,secondary,no,21,yes,yes,183
37,blue-collar,married,unknown,no,969,yes,no,343
25,student,single,secondary,no,963,yes,no,230
28,admin.,single,secondary,no,3,no,no,138
42,blue-collar,married,primary,no,142,yes,no,11
28,blue-collar,married,primary,no,206,yes,no,155
55,retired,married,secondary,no,785,yes,no,47
42,entrepreneur,married,secondary,no,718,yes,no,201
33,blue-collar,married,secondary,no,687,yes,no,72
39,management,married,tertiary,no,1090,yes,no,11
45,blue-collar,married,primary,no,345,yes,no,289
43,technician,married,secondary,no,38,yes,no,273
30,admin.,single,secondary,no,43,yes,no,91
40,blue-collar,married,primary,no,3705,yes,no,23
28,technician,single,tertiary,no,375,yes,no,43
43,management,married,tertiary,no,-271,yes,yes,121
40,blue-collar,divorced,secondary,no,973,no,no,449
50,management,married,secondary,no,125,yes,yes,8
30,blue-collar,married,secondary,no,15,yes,yes,524
37,blue-collar,married,primary,no,397,yes,no,13
48,management,divorced,tertiary,no,541,yes,no,72
46,blue-collar,married,secondary,no,431,yes,no,157
60,blue-collar,married,secondary,no,1407,yes,no,112
34,blue-collar,married,secondary,no,175,yes,no,50
43,entrepreneur,married,primary,no,2315,yes,yes,42
41,blue-collar,single,secondary,no,1880,no,yes,35
33,blue-collar,single,secondary,no,142,yes,no,123
43,technician,single,secondary,no,214,yes,no,335
32,admin.,married,secondary,no,684,yes,no,607
30,blue-collar,married,secondary,no,-97,yes,yes,255
34,blue-collar,single,secondary,no,1351,yes,no,334
55,retired,married,primary,no,-966,no,yes,104
29,management,married,secondary,no,231,no,no,1075
35,management,married,tertiary,no,1212,yes,no,235
40,blue-collar,married,primary,no,637,yes,no,200
31,blue-collar,married,secondary,no,625,yes,no,137
37,technician,divorced,secondary,no,5957,yes,no,64
41,blue-collar,married,secondary,no,580,yes,no,874
28,management,single,tertiary,no,1027,yes,no,433
31,management,married,tertiary,no,0,yes,no,215
31,technician,single,secondary,no,7567,no,no,287
51,blue-collar,single,secondary,no,708,yes,no,391
46,housemaid,single,secondary,no,198,yes,no,93
57,services,married,secondary,no,0,yes,no,16
28,student,married,secondary,no,704,yes,yes,171
26,technician,single,tertiary,no,468,yes,no,221
47,admin.,married,secondary,no,1934,no,yes,225
36,management,married,secondary,no,1825,yes,no,24
28,admin.,married,secondary,no,22,yes,yes,523
32,blue-collar,married,secondary,no,-103,yes,no,298
38,services,single,primary,no,393,yes,no,200
30,blue-collar,married,primary,no,99,yes,no,93
33,technician,single,secondary,no,716,yes,no,234
38,blue-collar,married,primary,no,132,yes,no,797
36,technician,single,secondary,no,-206,yes,no,419
30,blue-collar,single,secondary,no,-177,yes,no,87
53,services,single,secondary,no,4778,yes,no,83
42,entrepreneur,married,tertiary,no,171,yes,no,135
51,management,divorced,tertiary,no,-256,yes,yes,97
39,admin.,divorced,secondary,no,1089,yes,no,128
45,entrepreneur,married,primary,no,276,yes,yes,586
34,management,married,tertiary,no,273,yes,no,492
29,admin.,married,tertiary,no,111,no,no,208
54,blue-collar,married,primary,no,316,yes,no,240
27,blue-collar,married,secondary,no,1295,yes,no,1106
31,blue-collar,single,primary,no,538,yes,no,703
43,technician,single,tertiary,no,275,yes,no,151
39,blue-collar,married,secondary,no,300,yes,no,506
39,blue-collar,married,secondary,no,-220,yes,no,282
32,blue-collar,single,secondary,no,811,yes,no,563
23,blue-collar,single,secondary,no,1105,yes,no,377
42,blue-collar,single,primary,no,177,yes,no,174
33,blue-collar,married,secondary,no,245,yes,no,437
47,self-employed,married,tertiary,no,3,yes,no,199
29,admin.,married,secondary,no,1761,yes,yes,175
33,management,married,primary,no,262,yes,no,386
42,self-employed,married,secondary,no,2,yes,no,51
37,admin.,divorced,secondary,no,141,yes,no,233
33,blue-collar,single,primary,no,60,yes,no,74
33,management,single,tertiary,no,-149,yes,no,111
24,services,single,unknown,no,608,yes,no,184
58,self-employed,married,secondary,no,28318,yes,no,168
25,services,single,secondary,no,-107,yes,no,156
33,technician,single,secondary,no,287,yes,no,97
31,technician,single,secondary,no,23,yes,no,97
37,services,divorced,secondary,no,75,yes,no,160
39,services,single,secondary,no,1048,yes,no,149
34,admin.,married,primary,no,0,yes,yes,1020
34,self-employed,single,tertiary,no,1272,yes,no,202
44,housemaid,married,primary,no,1342,yes,yes,112
53,management,married,tertiary,no,261,yes,no,154
24,blue-collar,married,primary,no,456,no,no,337
36,self-employed,divorced,tertiary,no,1354,yes,no,1723
35,student,divorced,primary,no,2755,yes,no,177
33,services,single,secondary,no,-448,yes,no,95
43,blue-collar,married,primary,no,533,yes,no,246
58,blue-collar,divorced,primary,no,2246,yes,no,294
52,management,divorced,tertiary,no,482,yes,no,162
29,admin.,divorced,secondary,no,-254,yes,no,406
46,blue-collar,married,secondary,no,312,yes,no,20
34,blue-collar,married,secondary,no,237,yes,no,115
36,blue-collar,divorced,primary,no,0,no,no,543
35,blue-collar,married,primary,no,422,yes,no,73
42,housemaid,single,primary,no,1179,yes,no,136
39,blue-collar,single,secondary,no,0,yes,no,9
37,blue-collar,married,secondary,no,700,yes,no,138
33,housemaid,single,secondary,no,96,yes,no,30
45,blue-collar,married,secondary,no,1003,yes,no,444
26,services,married,secondary,no,864,yes,yes,466
48,blue-collar,divorced,secondary,no,65,yes,no,146
33,blue-collar,married,secondary,no,249,yes,no,7
36,blue-collar,married,secondary,no,779,yes,no,172
28,technician,married,secondary,no,58,yes,no,16
35,services,divorced,secondary,no,221,yes,no,150
27,blue-collar,married,secondary,no,-330,yes,yes,88
34,admin.,married,secondary,no,774,yes,yes,163
45,blue-collar,married,secondary,no,87,yes,no,96
46,blue-collar,divorced,secondary,no,1074,yes,no,277
34,management,single,tertiary,no,28,yes,no,175
31,blue-collar,married,secondary,no,536,yes,no,22
29,technician,married,tertiary,no,604,yes,no,430
50,blue-collar,married,secondary,no,2719,yes,no,97
52,self-employed,married,secondary,no,213,yes,no,164
35,technician,married,tertiary,no,4,yes,no,88
38,management,married,tertiary,no,89,yes,no,71
23,housemaid,single,secondary,no,650,yes,no,136
56,blue-collar,married,secondary,no,-256,yes,yes,92
37,blue-collar,married,primary,no,190,yes,no,17
36,technician,single,tertiary,no,0,yes,no,155
39,blue-collar,single,primary,no,-100,yes,no,159
25,student,single,tertiary,no,938,yes,no,36
54,retired,divorced,tertiary,no,2682,yes,no,334
35,management,single,tertiary,no,478,yes,no,107
36,entrepreneur,divorced,secondary,no,2996,yes,no,104
47,blue-collar,married,primary,no,881,yes,no,143
46,blue-collar,married,secondary,no,130,yes,no,106
46,admin.,married,secondary,no,-236,yes,no,217
29,unemployed,married,tertiary,no,111,yes,no,216
32,technician,married,tertiary,no,15,no,no,226
55,services,single,secondary,no,1126,yes,no,166
38,blue-collar,married,primary,no,-42,yes,no,87
25,admin.,single,secondary,no,1235,yes,yes,64
34,blue-collar,single,secondary,no,62,yes,no,105
34,self-employed,single,unknown,no,687,yes,no,99
29,blue-collar,married,secondary,no,-312,yes,yes,130
28,blue-collar,married,tertiary,no,335,yes,no,256
25,admin.,single,secondary,no,248,yes,no,121
47,blue-collar,single,primary,no,133,yes,no,285
50,management,single,secondary,no,4527,yes,no,140
37,management,married,tertiary,no,8821,yes,no,167
28,blue-collar,married,secondary,no,519,yes,yes,311
54,management,divorced,tertiary,no,-449,yes,no,691
42,blue-collar,divorced,primary,no,1563,yes,no,164
43,services,married,primary,no,2567,yes,no,109
29,blue-collar,married,secondary,no,7863,yes,no,1129
30,services,married,secondary,no,1222,yes,no,444
25,services,single,secondary,no,216,yes,no,175
35,blue-collar,divorced,secondary,no,336,yes,no,191
54,blue-collar,divorced,unknown,no,-473,yes,no,239
52,blue-collar,married,secondary,no,633,yes,no,292
55,blue-collar,divorced,unknown,no,1545,yes,no,59
51,blue-collar,married,secondary,no,500,no,no,471
32,management,single,tertiary,no,499,yes,no,182
33,entrepreneur,married,tertiary,no,1145,yes,no,92
40,retired,single,primary,no,-79,no,no,396
56,retired,divorced,primary,no,48,yes,no,132
37,management,divorced,secondary,no,1287,yes,no,432
36,blue-collar,married,secondary,no,1049,yes,no,224
37,services,married,secondary,no,6089,yes,no,616
29,services,married,secondary,no,1002,yes,no,50
46,admin.,single,secondary,no,-976,yes,yes,111
34,blue-collar,married,primary,no,109,yes,no,685
44,self-employed,divorced,secondary,no,583,yes,no,423
34,blue-collar,married,secondary,no,332,no,no,134
56,admin.,single,secondary,no,3309,yes,no,65
34,admin.,married,secondary,no,384,yes,no,551
35,technician,married,secondary,no,222,yes,no,165
37,management,divorced,tertiary,no,-42,yes,no,668
41,blue-collar,married,secondary,no,427,yes,yes,177
36,services,single,secondary,no,-267,yes,no,99
33,technician,married,secondary,no,318,yes,no,108
32,blue-collar,married,secondary,no,169,yes,no,291
39,management,divorced,tertiary,no,126,no,no,170
31,management,single,tertiary,no,0,yes,yes,117
34,blue-collar,married,secondary,no,2447,yes,no,330
42,services,married,primary,no,248,yes,no,480
29,admin.,single,secondary,no,891,yes,no,172
48,blue-collar,married,secondary,no,333,yes,no,24
40,blue-collar,married,primary,no,105,yes,no,143
35,blue-collar,single,primary,no,246,no,no,157
49,management,divorced,tertiary,no,1253,yes,no,83
53,management,married,tertiary,no,-388,yes,no,111
37,services,single,secondary,no,887,no,no,553
37,blue-collar,married,secondary,no,561,yes,no,632
40,management,single,tertiary,no,2258,yes,no,115
45,admin.,divorced,tertiary,no,569,yes,no,228
34,admin.,married,secondary,no,626,yes,no,142
57,blue-collar,single,primary,no,739,yes,no,172
29,technician,single,secondary,no,1331,yes,yes,246
40,services,single,secondary,no,573,yes,no,329
31,blue-collar,single,secondary,no,953,yes,no,479
31,management,married,tertiary,no,183,yes,yes,46
42,services,single,secondary,no,0,yes,no,67
47,management,married,secondary,no,177,yes,no,95
32,blue-collar,single,primary,no,398,yes,no,209
33,admin.,single,secondary,no,315,yes,yes,888
50,management,married,tertiary,no,451,yes,no,441
31,blue-collar,married,primary,no,42,yes,no,185
42,services,divorced,secondary,no,11177,yes,no,229
60,blue-collar,married,primary,no,2147,no,no,213
58,admin.,divorced,secondary,no,8548,yes,no,175
43,blue-collar,married,primary,no,479,yes,no,293
52,technician,married,tertiary,no,136,yes,no,46
38,blue-collar,married,secondary,no,1407,yes,no,169
26,student,single,primary,no,114,yes,no,226
31,blue-collar,single,primary,no,864,yes,no,113
36,blue-collar,married,primary,no,4608,yes,no,284
49,blue-collar,married,secondary,no,1039,yes,no,156
47,admin.,married,secondary,no,1863,yes,yes,151
31,blue-collar,married,secondary,no,150,yes,no,68
59,blue-collar,married,primary,no,5788,no,no,56
59,retired,divorced,secondary,no,5845,no,no,1060
33,blue-collar,married,secondary,no,43,yes,no,332
35,blue-collar,married,secondary,no,2432,yes,no,196
32,blue-collar,single,secondary,yes,-575,yes,no,24
29,technician,single,secondary,no,769,yes,yes,67
38,services,married,secondary,no,7708,yes,no,218
43,blue-collar,married,primary,no,18,yes,no,131
29,management,single,tertiary,no,-11,yes,no,164
29,technician,single,secondary,no,70,yes,yes,400
28,student,single,secondary,no,1377,yes,no,688
41,blue-collar,married,secondary,no,281,yes,no,123
33,blue-collar,single,primary,no,405,yes,no,99
36,admin.,single,secondary,no,886,yes,yes,362
43,blue-collar,married,primary,no,991,yes,no,111
29,blue-collar,married,secondary,no,64,yes,no,444
23,technician,single,secondary,no,1587,yes,yes,502
51,blue-collar,married,primary,no,354,yes,no,276
24,blue-collar,single,secondary,no,-169,yes,no,366
50,admin.,divorced,secondary,no,124,yes,yes,367
51,blue-collar,married,secondary,no,814,yes,no,17
44,blue-collar,married,secondary,no,466,yes,yes,158
46,admin.,married,secondary,no,196,yes,no,29
40,blue-collar,married,primary,no,309,yes,no,221
30,blue-collar,married,secondary,no,1717,yes,no,197
40,management,married,tertiary,no,229,yes,no,183
37,services,single,secondary,no,608,no,no,380
36,management,married,tertiary,no,-296,yes,no,113
34,blue-collar,married,secondary,no,2542,yes,no,228
30,blue-collar,married,secondary,no,664,no,yes,57
33,blue-collar,married,unknown,no,24,yes,no,535
33,technician,single,tertiary,no,2412,yes,no,91
26,blue-collar,single,primary,no,93,yes,no,43
28,management,single,tertiary,no,293,yes,no,265
37,blue-collar,married,primary,no,2079,yes,yes,299
27,housemaid,married,primary,no,275,yes,no,196
27,technician,single,secondary,no,218,yes,no,1462
38,blue-collar,married,secondary,no,1731,yes,yes,162
31,blue-collar,married,primary,no,392,yes,no,465
27,technician,married,secondary,no,806,yes,no,304
40,technician,married,secondary,no,8536,yes,yes,487
35,blue-collar,married,secondary,no,1287,yes,no,251
47,housemaid,married,primary,no,275,yes,no,261
55,management,married,primary,no,338,yes,no,8
36,management,married,tertiary,no,1041,yes,no,480
35,admin.,married,secondary,no,100,yes,no,171
29,admin.,married,secondary,no,792,yes,no,374
43,blue-collar,married,secondary,no,30,no,no,60
31,management,married,tertiary,no,233,yes,no,241
47,entrepreneur,married,tertiary,no,-497,yes,no,176
31,self-employed,married,secondary,no,581,yes,no,303
30,blue-collar,married,secondary,no,378,yes,no,566
43,blue-collar,married,primary,no,1,yes,yes,649
38,blue-collar,divorced,primary,no,-258,yes,no,134
53,services,divorced,secondary,no,765,yes,no,959
41,technician,single,secondary,no,200,yes,no,353
42,services,married,secondary,no,-166,no,no,337
39,technician,single,secondary,no,-143,yes,no,93
34,blue-collar,married,secondary,no,259,yes,no,291
27,admin.,single,secondary,no,54,yes,no,252
35,admin.,single,secondary,no,-133,yes,no,546
47,entrepreneur,married,unknown,no,676,yes,yes,204
54,blue-collar,married,secondary,no,-135,yes,no,152
53,self-employed,married,primary,no,862,yes,no,267
34,blue-collar,married,primary,no,79,yes,no,406
35,blue-collar,married,primary,no,2212,yes,no,320
26,blue-collar,married,secondary,no,5795,yes,no,1094
30,admin.,single,secondary,no,315,yes,no,884
53,retired,married,secondary,no,6095,yes,yes,410
44,technician,married,secondary,no,736,yes,no,210
56,blue-collar,married,primary,no,309,yes,no,198
35,technician,married,secondary,no,650,yes,no,241
35,management,single,tertiary,no,916,yes,no,460
34,admin.,married,secondary,no,124,yes,no,604
55,blue-collar,married,primary,no,-219,yes,no,427
31,blue-collar,single,secondary,no,1257,yes,no,350
30,entrepreneur,single,tertiary,no,303,yes,no,176
50,services,divorced,secondary,no,622,yes,no,93
46,management,divorced,tertiary,no,24598,yes,no,118
26,admin.,single,secondary,no,681,yes,no,336
48,blue-collar,married,secondary,no,685,yes,no,387
43,blue-collar,married,primary,no,-418,yes,yes,106
36,technician,married,secondary,no,-531,no,no,205
41,admin.,divorced,secondary,no,783,yes,yes,135
36,technician,married,secondary,no,1038,yes,no,42
41,blue-collar,single,primary,no,3237,no,no,240
29,technician,single,secondary,no,-13,yes,no,512
36,management,married,tertiary,no,2178,yes,no,75
43,services,single,secondary,no,0,yes,no,88
29,management,married,tertiary,no,8,yes,no,41
59,housemaid,divorced,primary,no,502,yes,no,27
39,services,divorced,primary,no,8654,yes,no,181
51,self-employed,married,secondary,no,421,yes,no,306
31,management,married,tertiary,no,1750,yes,no,90
35,blue-collar,married,secondary,no,911,yes,no,136
36,blue-collar,married,primary,no,994,yes,no,154
41,admin.,single,secondary,no,3895,yes,no,305
28,technician,single,secondary,no,3,yes,no,190
35,blue-collar,married,secondary,no,612,yes,no,47
47,blue-collar,married,primary,no,-169,yes,yes,172
33,self-employed,married,secondary,no,49,yes,no,170
33,services,married,secondary,no,968,yes,no,204
38,technician,divorced,tertiary,no,1307,no,no,294
41,blue-collar,divorced,secondary,no,174,yes,no,367
40,blue-collar,married,primary,no,2805,yes,no,173
55,admin.,divorced,secondary,no,-288,yes,no,62
33,blue-collar,married,primary,no,170,yes,yes,113
33,services,married,secondary,no,207,yes,no,629
47,admin.,married,secondary,no,1358,yes,no,80
41,blue-collar,married,secondary,no,356,yes,no,90
47,blue-collar,single,primary,no,355,yes,no,144
41,unemployed,single,secondary,no,315,yes,no,28
33,blue-collar,married,secondary,no,331,yes,no,178
37,technician,married,secondary,no,987,yes,yes,306
37,blue-collar,married,primary,no,3051,no,no,386
38,self-employed,single,secondary,no,677,yes,no,114
27,services,single,secondary,no,3354,yes,no,493
42,blue-collar,married,secondary,no,343,yes,no,33
43,management,married,tertiary,no,536,yes,no,167
57,blue-collar,married,secondary,no,0,yes,no,125
39,blue-collar,married,primary,no,-223,yes,no,185
28,admin.,married,secondary,no,213,yes,no,341
32,services,married,secondary,no,687,no,no,415
33,blue-collar,single,secondary,no,-14,yes,no,223
32,admin.,single,secondary,no,45,yes,yes,908
31,student,single,tertiary,no,2030,yes,no,168
39,services,single,secondary,no,26,yes,no,166
34,blue-collar,single,tertiary,no,97,no,no,67
49,blue-collar,married,primary,no,584,yes,no,167
35,blue-collar,married,secondary,no,667,yes,no,10
46,blue-collar,married,primary,no,1291,yes,no,142
37,services,married,secondary,no,20,yes,no,151
49,entrepreneur,married,primary,no,137,yes,no,384
31,services,married,secondary,no,4687,yes,no,192
43,blue-collar,married,secondary,no,7973,yes,no,100
48,blue-collar,married,primary,yes,-50,yes,no,212
33,technician,single,secondary,no,1074,yes,yes,308
33,blue-collar,married,secondary,no,686,yes,yes,30
32,technician,married,secondary,no,344,yes,yes,54
48,blue-collar,married,primary,no,430,no,no,340
39,blue-collar,single,secondary,no,522,yes,no,225
42,services,married,secondary,no,154,yes,no,346
30,services,single,secondary,no,326,yes,no,197
37,services,married,secondary,no,4954,yes,no,290
32,blue-collar,single,primary,no,78,yes,no,72
38,self-employed,married,secondary,no,215,yes,no,115
42,blue-collar,married,primary,no,191,yes,no,382
29,blue-collar,married,secondary,no,59,yes,yes,100
52,management,married,tertiary,no,751,no,no,165
32,student,married,tertiary,no,744,yes,no,506
59,retired,married,tertiary,no,422,yes,no,647
36,services,single,secondary,no,568,yes,no,140
30,entrepreneur,married,primary,no,386,yes,no,253
35,blue-collar,married,primary,no,-167,yes,no,195
33,blue-collar,married,secondary,no,101,yes,no,235
26,admin.,single,secondary,no,787,yes,no,68
30,technician,divorced,tertiary,no,317,yes,no,165
29,blue-collar,single,secondary,no,555,yes,no,133
48,technician,divorced,secondary,no,168,yes,yes,100
33,technician,single,secondary,no,-242,yes,no,49
36,technician,single,secondary,no,125,yes,no,676
40,technician,married,tertiary,no,602,yes,no,145
40,self-employed,married,tertiary,no,252,yes,no,103
30,services,married,secondary,no,637,yes,no,69
34,services,single,secondary,no,2,yes,no,153
39,blue-collar,married,secondary,no,164,yes,no,26
28,entrepreneur,married,tertiary,no,1900,yes,no,9
31,services,single,secondary,no,342,yes,no,117
40,admin.,single,secondary,no,60,yes,no,460
41,self-employed,married,unknown,no,1377,yes,no,111
38,blue-collar,married,primary,no,195,yes,no,165
48,retired,divorced,primary,no,666,yes,no,10
33,technician,single,tertiary,no,109,yes,yes,12
47,admin.,married,secondary,no,452,no,no,113
50,blue-collar,married,primary,no,111,yes,no,8
28,student,single,secondary,no,293,no,no,194
39,services,single,secondary,no,7066,yes,no,667
42,services,married,secondary,no,146,yes,yes,670
37,blue-collar,married,primary,no,357,yes,no,14
30,technician,single,secondary,no,148,yes,yes,115
27,services,single,tertiary,yes,-152,yes,yes,14
31,technician,single,secondary,no,591,yes,yes,14
27,admin.,single,secondary,no,-145,yes,no,289
57,services,married,secondary,no,530,yes,no,10
